4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,diffuse,p_pulsar
4FGL J1857.8-3220,unid-pulsar,-15.362,4.071,8.818,0.076,0.718,0.377,0.496,0.231,0.572
4FGL J1857.8+3544,bcu-bll,14.255,66.097,6.412,0.056,40.757,0.007,0.061,-0.074,0.007
4FGL J1857.9+0313,bcu-pulsar,0.028,36.534,8.074,0.083,0.502,38.489,0.678,1.785,0.997
4FGL J1858.0+0354,unid-pulsar,0.310,37.170,18.031,0.054,0.823,165.130,0.888,1.754,0.995
4FGL J1858.0-1052,unid-pulsar,-6.390,23.968,6.749,0.112,0.624,1.131,1.434,0.650,0.995
4FGL J1858.1-1821,bcu-bll,-9.682,17.175,4.377,0.056,0.100,0.029,0.042,0.495,0.004
4FGL J1858.1+7318,bcu-bll,25.421,104.402,9.596,0.052,1000.000,0.169,-0.100,-0.042,0.007
4FGL J1858.3-2511,bcu-bll,-12.606,10.869,23.718,0.035,0.528,6.215,0.406,0.385,0.004
4FGL J1858.3-2216,msp,-11.393,13.583,34.219,0.029,1.610,11.993,1.162,0.377,0.996
4FGL J1858.3-5424,msp,-22.726,342.030,19.059,0.067,1.111,0.900,0.787,0.021,1.000
4FGL J1858.3+0209,spp-bll,-0.546,35.631,6.071,0.049,1.278,1.187,0.128,1.619,0.047
4FGL J1858.3-1318,unid-pulsar,-7.527,21.787,7.978,0.140,0.624,1.073,0.734,0.619,0.974
4FGL J1858.3+4321,bll-bll,17.064,73.450,13.150,0.076,0.934,0.070,0.176,-0.080,0.003
4FGL J1858.5+0640,bcu-fsrq,1.473,39.680,10.543,0.042,0.100,17.761,0.010,1.441,0.034
4FGL J1858.5+1953,unid-bll,7.427,51.519,5.336,0.058,0.100,0.459,-0.091,0.483,0.006
4FGL J1858.5-4446,unid-fsrq,-19.924,351.936,8.348,0.077,0.546,0.178,0.461,0.057,0.094
4FGL J1858.6-0746,unid-pulsar,-5.138,26.813,4.672,0.104,1.097,0.216,0.721,0.652,0.483
4FGL J1858.7+5708,fsrq-bll,21.566,87.268,10.106,0.099,1.382,0.045,0.364,-0.216,0.003
4FGL J1858.9+3636,unid-pulsar,14.395,67.013,9.550,0.148,1.080,0.210,1.296,-0.021,0.972
4FGL J1859.0+2329,bcu-bll,8.893,54.852,8.532,0.051,0.100,0.206,0.024,0.490,0.005
4FGL J1859.2-0706,unid-pulsar,-4.955,27.467,7.502,0.077,0.776,0.902,0.556,0.660,0.993
4FGL J1859.2+0046,unid-bll,-1.389,34.508,6.096,0.036,5.525,0.677,0.330,1.658,0.012
4FGL J1859.3+0058,unid-bll,-1.309,34.704,6.645,0.096,1.095,3.088,0.276,1.672,0.404
4FGL J1859.8+0411,unid-pulsar,0.057,37.619,4.676,0.089,0.543,10.590,0.448,1.853,0.919
4FGL J1900.4-4941,unid-fsrq,-21.741,347.037,9.124,0.083,0.917,0.162,0.594,0.032,0.263
4FGL J1900.4+0339,unid-pulsar,-0.341,37.225,15.293,0.062,0.779,87.293,0.704,1.814,0.996
4FGL J1900.5-5301,unid-bll,-22.681,343.571,5.188,0.135,1.235,0.024,0.454,-0.006,0.005
4FGL J1900.7+0426,unid-pulsar,-0.046,37.947,7.273,0.121,0.474,203.338,0.821,1.889,0.996
4FGL J1900.8+0118,unid-pulsar,-1.495,35.172,5.628,0.350,0.557,13.211,0.879,1.425,0.983
4FGL J1900.9+0538,unid-pulsar,0.471,39.025,9.331,0.121,0.510,48.494,0.837,1.676,0.996
4FGL J1901.0+6208,bcu-bll,22.688,92.534,5.988,0.079,0.472,0.015,0.288,-0.145,0.005
4FGL J1901.0-1739,bcu-bll,-10.010,18.127,4.809,0.071,0.780,0.099,0.337,0.467,0.004
4FGL J1901.1+0730,unid-pulsar,1.264,40.719,13.705,0.055,0.871,11.071,0.407,1.412,0.959
4FGL J1901.4-0126,msp,-2.890,32.795,28.781,0.038,1.097,21.288,0.692,0.972,0.998
4FGL J1901.5-2208,unid-bll,-12.012,14.038,5.089,0.079,1.804,0.103,0.947,0.343,0.267
4FGL J1901.5-1112,unid-fsrq,-7.309,24.054,6.735,0.059,0.165,1.570,0.283,0.625,0.004
4FGL J1901.7-5140,bcu-pulsar,-22.484,345.039,7.853,0.179,1.308,0.113,0.914,0.013,0.527
4FGL J1901.7-0318,unid-bll,-3.794,31.157,4.099,0.064,14.832,0.077,0.610,0.877,0.003
4FGL J1901.8-0718,unid-pulsar,-5.623,27.589,10.273,0.064,1.786,0.810,0.994,0.630,1.000
4FGL J1902.0-5105,msp,-22.375,345.659,51.559,0.022,0.618,30.657,0.512,0.006,0.997
4FGL J1902.2+0448,unid-pulsar,-0.215,38.447,12.200,0.145,0.762,78.131,0.936,1.854,0.996
4FGL J1902.4-0629,bcu-bll,-5.383,28.391,8.252,0.041,1000.000,0.232,0.003,0.651,0.006
4FGL J1902.4-3417,unid-pulsar,-16.988,2.567,6.280,0.120,0.825,0.210,0.925,0.199,0.886
4FGL J1902.5+0654,unid-pulsar,0.684,40.348,12.763,0.047,0.928,10.364,0.406,1.519,0.972
4FGL J1902.7-3246,unid-fsrq,-16.491,4.073,4.728,0.107,0.264,0.445,0.638,0.203,0.060
4FGL J1902.8+1451,unid-bll,4.259,47.462,5.817,0.090,0.100,0.218,0.011,0.754,0.006
4FGL J1902.8+3201,fsrq-fsrq,11.781,63.044,21.600,0.054,0.198,0.404,0.218,0.119,0.009
4FGL J1902.8-0855,unid-pulsar,-6.587,26.249,4.614,0.180,0.450,1.644,1.702,0.620,0.927
4FGL J1902.9-6748,fsrq-fsrq,-26.047,327.760,67.460,0.030,0.247,19.521,0.279,-0.111,0.006
4FGL J1903.2+5540,bll-bll,20.535,85.968,109.417,0.011,4.057,35.423,0.161,-0.115,0.008
4FGL J1903.4-7053,msp,-26.495,324.359,30.038,0.034,2.246,1.920,1.109,-0.059,1.000
4FGL J1903.4-0400,unid-fsrq,-4.504,30.725,4.112,0.231,0.286,0.984,0.459,0.856,0.185
4FGL J1903.5-3905,unid-bll,-18.910,357.944,4.726,0.085,0.100,0.170,0.043,0.157,0.006
4FGL J1903.8+0531,spp-pulsar,-0.245,39.264,12.237,0.066,0.203,82.921,0.251,1.854,0.990
4FGL J1904.0-5925,unid-fsrq,-24.677,336.907,9.207,0.094,0.716,0.152,0.588,-0.027,0.201
4FGL J1904.0+5313,unid-bll,19.626,83.539,5.940,0.089,0.100,0.037,0.005,-0.179,0.005
4FGL J1904.1+3627,bll-bll,13.372,67.293,19.978,0.032,55.159,0.570,0.103,0.017,0.014
4FGL J1904.6-4100,unid-bll,-19.752,356.098,4.438,0.086,0.100,0.123,0.119,0.177,0.005
4FGL J1904.6-2713,unid-bll,-14.727,9.554,7.281,0.141,0.100,0.651,0.164,0.357,0.006
4FGL J1904.7+0615,unid-pulsar,-0.093,40.010,4.297,0.285,0.523,35.591,1.193,1.727,0.984
4FGL J1904.7-0708,unid-pulsar,-6.201,28.070,24.859,0.042,0.724,12.288,0.602,0.633,0.971
4FGL J1905.2-5120,unid-fsrq,-22.934,345.539,7.583,0.065,0.523,0.258,0.439,0.022,0.073
4FGL J1905.5-1940,unid-bll,-11.828,16.711,4.590,0.050,12.753,0.040,0.960,0.389,0.003
4FGL J1905.8+4942,unid-pulsar,18.153,80.153,11.995,0.117,0.692,0.337,1.605,-0.154,0.744
4FGL J1906.0-1718,unid-pulsar,-10.949,18.957,8.160,0.077,1.463,0.344,1.095,0.315,1.000
4FGL J1906.1+1651,unid-pulsar,4.451,49.615,10.523,0.065,3.753,0.716,1.921,0.743,0.983
4FGL J1906.4-2001,unid-pulsar,-12.170,16.491,6.646,0.099,1.180,0.355,1.611,0.295,0.992
4FGL J1906.4-1757,unid-pulsar,-11.299,18.408,10.597,0.056,1.372,0.495,0.753,0.315,1.000
4FGL J1906.4+0723,psr,0.055,41.222,28.391,0.027,0.661,693.324,0.538,1.730,0.990
4FGL J1906.7+5419,bcu-pulsar,19.612,84.773,11.403,0.082,1.531,0.147,1.184,-0.123,0.772
4FGL J1906.9+0712,unid-pulsar,-0.148,41.123,19.259,0.028,1.248,102.307,0.449,1.779,0.987
4FGL J1907.0+3556,unid-bll,12.627,67.059,6.784,0.075,1.052,0.042,0.294,0.050,0.007
4FGL J1907.2+0126,bcu-bll,-2.861,36.026,8.219,0.060,0.100,0.848,0.061,0.943,0.005
4FGL J1907.5-2926,unid-fsrq,-16.176,7.688,5.318,0.333,0.195,2.024,1.321,0.282,0.149
4FGL J1907.6+0703,snr-pulsar,-0.357,41.056,5.472,0.068,0.363,21.477,0.326,1.760,0.982
4FGL J1907.7-1232,bcu-bll,-9.254,23.512,4.652,0.089,0.100,0.429,0.039,0.597,0.006
4FGL J1907.9+0602,psr,-0.901,40.182,131.041,0.010,0.956,11317.650,0.597,1.573,0.980
4FGL J1908.2-7026,unid-bll,-26.844,324.909,5.051,0.126,69.731,0.020,0.106,-0.048,0.008
4FGL J1908.4-0432,unid-pulsar,-5.861,30.814,4.550,0.269,0.343,4.928,1.967,0.835,0.675
4FGL J1908.7+0812,unid-pulsar,-0.078,42.199,14.356,0.068,0.530,124.484,0.815,1.769,0.997
4FGL J1908.8-0131,unid-pulsar,-4.571,33.553,25.915,0.038,1.514,11.536,0.974,0.838,0.997
4FGL J1908.9+2103,msp,5.765,53.670,13.247,0.057,1.669,0.765,0.668,0.721,0.992
4FGL J1909.0-2525,unid-pulsar,-14.908,11.667,5.726,0.115,1.172,0.310,1.701,0.266,0.844
4FGL J1909.2+4646,unid-fsrq,16.551,77.511,9.908,0.078,1.577,0.097,1.193,-0.134,0.381
4FGL J1909.5+3511,bcu-bll,11.854,66.584,6.118,0.050,9.317,0.012,0.213,0.046,0.005
4FGL J1909.7-2140,bcu-fsrq,-13.549,15.270,10.547,0.072,0.100,0.644,0.117,0.287,0.006
4FGL J1910.1-4704,unid-pulsar,-22.540,350.237,7.916,0.171,0.730,0.210,1.153,0.093,0.842
4FGL J1910.2+0904,unid-pulsar,0.000,43.141,10.595,0.034,0.169,26.490,0.092,1.656,0.713
4FGL J1910.7-5320,msp,-24.243,343.662,13.901,0.089,0.777,0.435,0.774,0.012,0.971
4FGL J1910.8+6300,unid-bll,21.845,93.767,9.209,0.056,4.222,0.016,0.401,-0.171,0.004
4FGL J1910.8+2856,unid-bll,8.902,60.976,12.728,0.031,92.989,0.185,0.099,0.270,0.012
4FGL J1910.8-6001,glc-pulsar,-25.636,336.453,19.379,0.055,1.197,0.849,1.151,-0.044,1.000
4FGL J1911.0+0905,snr-pulsar,-0.176,43.252,51.130,0.013,1.285,898.692,0.224,1.658,0.834
4FGL J1911.1-3221,unid-bll,-17.976,5.154,6.298,0.087,0.615,0.127,0.404,0.201,0.019
4FGL J1911.2-2006,fsrq-fsrq,-13.232,16.883,62.684,0.018,0.200,187.198,0.294,0.318,0.008
4FGL J1911.4-1908,bll-bll,-12.884,17.808,17.845,0.025,36.391,0.516,0.065,0.312,0.012
4FGL J1911.4-4856,unid-pulsar,-23.260,348.341,9.379,0.099,1.709,0.167,1.464,0.081,0.963
4FGL J1911.5+0311,bcu-bll,-3.022,38.070,7.811,0.054,7.128,0.268,0.767,0.872,0.043
4FGL J1911.7+1014,unid-pulsar,0.208,44.346,5.353,0.227,0.661,6.083,0.826,1.615,0.981
4FGL J1911.8+1447,unid-bll,2.281,48.404,6.566,0.075,25.240,0.081,0.079,1.059,0.007
4FGL J1912.0+0927,unid-pulsar,-0.226,43.695,6.930,0.118,0.725,15.145,0.613,1.602,0.997
4FGL J1912.0+1612,bcu-bll,2.886,49.675,5.443,0.105,1.307,0.173,0.538,0.973,0.003
4FGL J1912.1-0803,bcu-fsrq,-8.240,28.058,22.875,0.023,0.221,7.590,0.152,0.644,0.003
4FGL J1912.2-2056,fsrq-fsrq,-13.782,16.197,4.715,0.131,1.005,0.125,0.947,0.276,0.162
4FGL J1912.2-3636,unid-fsrq,-19.677,1.029,4.448,0.176,0.316,3.051,0.849,0.265,0.088
4FGL J1912.2+3621,unid-fsrq,11.838,67.898,6.121,0.280,0.888,0.089,0.976,0.086,0.092
4FGL J1912.4-1222,bcu-bll,-10.215,24.177,20.679,0.045,0.772,4.394,0.495,0.499,0.015
4FGL J1912.4+3738,fsrq-fsrq,12.353,69.117,7.211,0.121,0.312,0.196,0.382,0.131,0.012
4FGL J1912.5+1320,unid-pulsar,1.473,47.193,9.192,0.181,0.358,14.366,0.645,1.214,0.958
4FGL J1912.7+4610,unid-pulsar,15.776,77.173,14.511,0.089,1.186,0.268,0.647,-0.081,0.905
4FGL J1912.7+0957,unid-pulsar,-0.146,44.208,10.148,0.090,0.703,40.862,0.788,1.655,0.998
4FGL J1912.7-1250,bcu-bll,-10.489,23.779,7.979,0.053,0.872,0.190,0.155,0.427,0.005
4FGL J1913.0-8009,fsrq-fsrq,-27.621,314.005,38.861,0.030,0.282,14.845,0.282,0.244,0.006
4FGL J1913.2+0512,bcu-fsrq,-2.452,40.054,6.373,0.182,0.340,4.799,0.605,1.082,0.255
4FGL J1913.2+2342,unid-pulsar,6.080,56.505,4.763,0.142,0.827,0.205,0.777,0.647,0.832
4FGL J1913.3+0905,psr,-0.686,43.517,18.201,0.058,1.520,36.884,1.090,1.524,0.995
4FGL J1913.3+1019,psr,-0.115,44.615,11.332,0.135,1.606,3.443,0.160,1.636,0.031
4FGL J1913.4-3629,bcu-bll,-19.854,1.237,11.519,0.044,1.790,0.604,0.473,0.153,0.003
4FGL J1913.4-1526,unid-pulsar,-11.746,21.442,11.809,0.056,1.888,0.637,1.506,0.305,1.000
4FGL J1913.4-2652,unid-pulsar,-16.390,10.674,4.649,0.305,0.442,0.714,1.985,0.219,0.522
4FGL J1913.5-0923,unid-bll,-9.137,27.004,4.693,0.076,0.100,0.361,0.113,0.525,0.007
4FGL J1913.9+4439,bll-bll,14.975,75.817,20.921,0.036,8.244,0.175,0.165,-0.033,0.002
4FGL J1914.1+2621,unid-fsrq,7.088,58.973,5.381,0.126,0.100,1.343,0.259,0.397,0.003
4FGL J1914.5+1107,unid-pulsar,0.004,45.449,8.174,0.148,0.753,14.419,0.751,1.661,0.996
4FGL J1914.6-1157,unid-pulsar,-10.516,24.794,7.254,0.077,0.326,2.093,0.659,0.461,0.614
4FGL J1914.7+1012,unid-pulsar,-0.456,44.665,6.749,0.145,0.484,15.171,0.499,1.573,0.989
4FGL J1915.3-1324,unid-bll,-11.288,23.528,4.289,0.040,1000.000,1.133,0.155,0.387,0.010
4FGL J1915.3+1149,bcu-pulsar,0.154,46.155,12.388,0.120,0.551,47.715,0.753,1.623,0.998
4FGL J1915.7-0846,unid-pulsar,-9.377,27.811,4.366,0.109,0.860,0.167,0.733,0.517,0.564
4FGL J1916.3+1108,spp-pulsar,-0.373,45.668,11.265,0.288,0.475,42.297,0.492,1.647,0.996
4FGL J1916.7-1516,bcu-fsrq,-12.392,21.947,8.795,0.079,0.322,1.609,0.681,0.314,0.001
4FGL J1916.8+4201,bcu-bll,13.424,73.553,5.281,0.087,0.100,0.177,0.028,-0.014,0.005
4FGL J1916.8-3025,unid-pulsar,-18.420,7.522,24.247,0.031,2.396,1.822,0.529,0.227,0.966
4FGL J1917.0+2245,unid-bll,4.866,56.056,5.170,0.117,0.100,0.579,0.034,0.768,0.005
4FGL J1917.5-2746,unid-pulsar,-17.575,10.162,4.798,0.248,0.652,0.315,1.798,0.221,0.533
4FGL J1917.6-3204,unid-fsrq,-19.165,5.961,8.638,0.084,0.489,0.329,0.375,0.221,0.303
4FGL J1917.7-6442,bcu-bll,-27.116,331.419,6.370,0.119,1.555,0.035,1.061,-0.113,0.007
4FGL J1917.7-1921,bll-bll,-14.323,18.237,69.017,0.012,14.757,22.368,0.045,0.204,0.010
4FGL J1917.7-6930,bcu-bll,-27.571,326.033,14.375,0.151,0.160,0.298,0.101,-0.071,0.003
4FGL J1918.0+0331,unid-bll,-4.295,39.113,9.885,0.057,44.137,0.366,0.319,0.786,0.012
4FGL J1918.1+3752,bcu-bll,11.438,69.812,10.840,0.050,4.439,0.075,0.263,0.091,0.001
4FGL J1918.1+1215,spp-pulsar,-0.254,46.871,9.158,0.248,0.501,37.636,1.013,1.593,0.990
4FGL J1918.2-4111,bll-bll,-22.240,356.780,58.459,0.014,3.994,14.341,0.208,0.162,0.006
4FGL J1918.6-7813,unid-pulsar,-27.899,316.179,5.841,0.515,0.664,0.206,1.253,0.199,0.552
4FGL J1919.1+2354,msp,4.974,57.288,9.547,0.119,1.451,0.867,1.919,0.734,0.996
4FGL J1919.2+0618,bcu-pulsar,-3.266,41.730,7.288,0.144,0.321,7.044,0.935,0.874,0.479
4FGL J1919.4-4550,fsrq-fsrq,-23.744,351.989,5.963,0.223,0.100,4.845,0.234,0.084,0.002
4FGL J1919.4+1313,unid-pulsar,-0.082,47.875,7.148,0.176,0.418,40.069,0.923,1.483,0.993
4FGL J1919.9+1358,unid-bll,0.178,48.584,5.964,0.116,0.580,3.033,0.278,1.659,0.272
4FGL J1920.0-2622,unid-pulsar,-17.579,11.750,10.791,0.069,0.784,0.674,0.709,0.192,0.988
4FGL J1920.5+3652,unid-fsrq,10.574,69.114,4.352,0.184,0.577,0.060,0.614,0.095,0.018
4FGL J1920.7+1334,unid-pulsar,-0.192,48.320,4.118,0.149,0.849,5.845,1.020,1.480,0.995
4FGL J1920.8+0418,unid-pulsar,-4.561,40.141,8.569,0.083,1.686,0.471,0.525,0.904,0.927
4FGL J1920.9+1408,unid-pulsar,0.037,48.854,7.959,0.068,0.436,64.197,0.668,1.654,0.998
4FGL J1921.1+1930,msp,2.509,53.615,7.912,0.106,2.285,0.769,1.257,1.113,1.000
4FGL J1921.3-1231,bll-bll,-12.244,24.989,25.853,0.020,1.734,1.767,0.121,0.395,0.023
4FGL J1921.4+0136,msp,-5.929,37.801,20.897,0.038,1.159,5.032,0.599,0.735,0.994
4FGL J1921.7+5817,bcu-bll,19.037,89.492,4.951,0.064,35.387,0.009,0.278,-0.122,0.005
4FGL J1921.8-1607,bll-bll,-13.872,21.695,32.462,0.021,19.946,3.045,0.180,0.324,0.011
4FGL J1922.2+2314,bcu-bll,4.032,57.041,11.208,0.069,2.461,0.263,0.198,0.881,0.005
4FGL J1922.4+1453,unid-pulsar,0.057,49.683,7.155,0.113,0.527,25.097,0.919,1.499,0.993
4FGL J1922.5-7453,bcu-bll,-28.137,319.966,17.526,0.034,12.894,0.177,0.137,-0.026,0.004
4FGL J1922.5-5233,unid-fsrq,-25.803,344.927,9.830,0.142,0.824,0.159,0.536,-0.025,0.103
4FGL J1922.6-6324,bcu-bll,-27.503,332.932,5.895,0.117,1.720,0.021,0.503,-0.100,0.005
4FGL J1922.7+1428,unid-pulsar,-0.205,49.350,9.385,0.061,0.719,84.776,0.925,1.618,0.997
4FGL J1923.0-4746,unid-bll,-24.820,350.114,4.100,0.059,17.402,0.038,1.108,0.096,0.004
4FGL J1923.2+1408,snr-pulsar,-0.462,49.116,108.594,0.000,1.075,5741.996,0.217,1.456,0.830
4FGL J1923.4-2503,bcu-bll,-17.770,13.334,4.904,0.045,28.691,0.145,1.924,0.170,0.006
4FGL J1923.5-2104,fsrq-fsrq,-16.246,17.180,40.971,0.019,0.604,11.758,0.306,0.160,0.008
4FGL J1923.5+7354,fsrq-fsrq,23.806,105.468,4.462,0.442,0.100,0.227,0.282,0.063,0.009
4FGL J1924.2-1549,bll-bll,-14.262,22.226,6.590,0.039,1.262,0.038,0.104,0.310,0.003
4FGL J1924.3-5458,bcu-bll,-26.518,342.348,5.946,0.056,6.423,0.041,1.971,-0.027,0.005
4FGL J1924.8-1035,unid-pulsar,-12.168,27.148,16.149,0.040,1.769,2.402,0.870,0.425,1.000
4FGL J1924.8-2914,fsrq-fsrq,-19.609,9.339,42.448,0.020,0.100,28.817,0.109,0.169,0.006
4FGL J1925.0+2815,bcu-bll,5.814,61.791,19.129,0.023,6.901,0.406,0.093,0.428,0.005
4FGL J1925.1-3358,fsrq-fsrq,-21.284,4.614,5.245,0.093,0.445,0.188,0.694,0.193,0.003
4FGL J1925.1-1019,bll-bll,-12.126,27.432,11.147,0.039,0.432,1.012,0.168,0.434,0.029
4FGL J1925.1+1707,unid-bll,0.548,51.954,6.556,0.133,0.455,4.907,0.361,1.459,0.344
4FGL J1925.1+0547,unid-pulsar,-4.811,41.951,4.018,0.175,0.459,1.042,1.001,0.821,0.991
4FGL J1925.2+1600,unid-pulsar,0.007,50.976,4.369,0.080,0.459,23.656,0.888,1.492,0.987
4FGL J1925.2+1618,snr-pulsar,0.140,51.239,17.751,0.000,0.237,28.882,0.049,1.543,0.943
4FGL J1925.2+1729,psr,0.692,52.287,8.246,0.155,1.026,7.717,1.062,1.557,0.996
4FGL J1925.3+1522,unid-pulsar,-0.322,50.431,8.471,0.116,0.479,30.251,0.837,1.532,0.994
4FGL J1925.3+3705,unid-bll,9.800,69.735,7.956,0.059,4.743,0.015,0.182,0.235,0.006
4FGL J1925.7+1227,bcu-bll,-1.783,47.917,9.985,0.046,0.388,6.971,0.285,1.317,0.002
4FGL J1925.8-2220,bll-bll,-17.249,16.185,7.524,0.082,59.813,0.038,0.128,0.128,0.006
4FGL J1926.0-3626,unid-fsrq,-22.244,2.174,5.045,0.488,0.208,1.228,1.052,0.354,0.417
4FGL J1926.1+2059,bll-fsrq,2.183,55.472,4.267,0.096,0.164,3.256,0.363,1.033,0.008
4FGL J1926.4+1602,unid-pulsar,-0.250,51.152,8.480,0.062,0.385,21.123,0.309,1.578,0.978
4FGL J1926.5+2635,unid-fsrq,4.743,60.452,4.318,0.268,0.240,0.417,0.392,0.615,0.010
4FGL J1926.7-0325,unid-bll,-9.413,33.892,4.698,0.137,0.100,0.614,0.008,0.648,0.005
4FGL J1926.7+3027,spp-pulsar,6.506,63.927,6.416,0.242,0.488,0.620,1.473,0.377,0.685
4FGL J1926.8+6154,bll-bll,19.745,93.312,49.135,0.016,12.989,3.820,0.133,-0.147,0.008
4FGL J1927.1-0040,unid-fsrq,-8.240,36.422,4.756,0.240,0.534,0.432,0.922,0.489,0.443
4FGL J1927.4+3528,unid-fsrq,8.695,68.465,7.556,0.175,1.307,0.069,1.165,0.123,0.172
4FGL J1927.4+0253,unid-pulsar,-6.679,39.646,5.924,0.102,0.805,0.583,1.403,0.541,0.927
4FGL J1927.5+0154,unid-bll,-7.139,38.772,9.233,0.043,17.993,0.187,0.578,0.591,0.006
4FGL J1927.5+6117,bll-bll,19.445,92.729,36.321,0.020,1.016,1.559,0.166,-0.136,0.002
4FGL J1928.3+3325,spp-fsrq,7.595,66.714,4.760,0.137,0.120,0.286,0.265,0.333,0.006
4FGL J1928.4+1801,unid-bll,0.285,53.115,7.108,0.114,0.232,9.254,0.261,1.504,0.242
4FGL J1928.5+5339,unid-bll,16.393,85.364,4.991,0.039,1000.000,0.078,0.136,0.153,0.005
4FGL J1929.0+1729,unid-pulsar,-0.088,52.717,16.787,0.094,0.525,85.794,0.708,1.611,0.993
4FGL J1929.4+6146,bll-bll,19.404,93.293,8.652,0.077,0.256,0.208,0.242,-0.136,0.006
4FGL J1929.8+1832,unid-pulsar,0.254,53.737,5.466,0.122,1.248,2.500,1.122,1.380,1.000
4FGL J1930.3+0911,bcu-fsrq,-4.332,45.578,9.993,0.131,0.291,15.405,1.149,0.706,0.127
4FGL J1930.5+1853,pwn-bll,0.262,54.126,5.009,0.054,8.524,0.279,0.680,1.414,0.015
4FGL J1931.0+1754,unid-fsrq,-0.305,53.320,5.574,0.176,0.463,3.384,0.427,1.497,0.317
4FGL J1931.0+3135,spp-pulsar,6.222,65.357,5.157,0.169,0.276,1.475,1.038,0.366,0.486
4FGL J1931.1+0937,bll-bll,-4.298,46.054,51.743,0.015,18.424,28.964,0.208,0.683,0.011
4FGL J1931.1+1656,unid-pulsar,-0.794,52.480,21.154,0.053,0.623,70.976,0.654,1.428,0.997
4FGL J1931.2+5958,bcu-bll,18.526,91.615,4.256,0.045,46.684,0.008,0.330,-0.112,0.006
4FGL J1931.3-1556,bcu-bll,-15.872,22.846,6.598,0.078,4.822,0.080,0.848,0.270,0.005
4FGL J1931.5+5229,bcu-bll,15.500,84.447,5.523,0.119,0.862,0.019,0.317,0.101,0.004
4FGL J1932.2+2221,psr,1.584,57.355,6.558,0.095,0.910,1.419,0.820,1.293,0.986
4FGL J1932.3+1916,psr,0.084,54.650,45.286,0.023,0.767,417.174,0.808,1.316,0.996
4FGL J1932.4+1846,spp-pulsar,-0.178,54.239,4.318,0.139,0.819,0.841,0.339,1.490,0.627
4FGL J1933.2-4539,fsrq-fsrq,-26.038,352.846,11.625,0.079,0.145,1.011,0.296,0.094,0.002
4FGL J1933.3+0726,bll-bll,-5.825,44.382,29.680,0.017,43.746,2.825,0.075,0.474,0.015
4FGL J1933.4-2711,unid-fsrq,-20.656,12.095,4.653,0.370,0.333,0.256,0.549,0.183,0.060
4FGL J1933.9-1025,bcu-fsrq,-14.116,28.302,5.329,0.051,0.100,1.948,-0.100,0.444,0.004
4FGL J1934.2-1446,unid-pulsar,-16.023,24.243,7.027,0.125,0.602,0.712,1.381,0.288,0.993
4FGL J1934.2+6002,bcu-bll,18.210,91.830,14.225,0.045,4.499,0.113,0.570,-0.104,0.003
4FGL J1934.2+1036,unid-fsrq,-4.511,47.277,4.024,0.206,0.255,0.797,0.451,0.597,0.075
4FGL J1934.3-2419,bll-bll,-19.799,15.024,9.529,0.039,10.057,0.092,0.448,0.137,0.002
4FGL J1934.3+1859,spp-pulsar,-0.468,54.646,7.344,0.190,0.350,65.502,1.047,1.338,0.987
4FGL J1934.3+6541,fsrq-fsrq,20.322,97.380,15.598,0.123,0.100,7.071,0.412,0.017,0.007
4FGL J1934.5+6139,fsrq-bll,18.802,93.411,6.083,0.072,0.774,0.011,0.172,-0.134,0.005
4FGL J1935.2+2029,psr,0.065,56.057,15.461,0.080,0.547,45.356,0.897,1.449,0.963
4FGL J1935.4+3547,unid-fsrq,7.406,69.525,5.462,0.315,0.268,0.312,0.579,0.166,0.042
4FGL J1935.5+1407,unid-bll,-3.091,50.533,4.653,0.043,9.819,0.044,0.160,0.879,0.004
4FGL J1936.6+1921,unid-pulsar,-0.772,55.222,7.551,0.150,1.052,2.004,0.765,1.199,1.000
4FGL J1936.8-0553,unid-fsrq,-12.773,32.810,4.364,0.092,0.413,0.129,0.296,0.409,0.021
4FGL J1936.9-4720,bll-bll,-27.023,351.154,26.509,0.019,335.542,1.819,0.058,0.040,0.014
4FGL J1937.0+3003,spp-bll,4.358,64.625,5.684,0.143,0.122,0.670,0.251,0.533,0.006
4FGL J1937.0+8354,bcu-bll,25.767,116.299,8.815,0.056,2.611,0.039,0.664,-0.032,0.003
4FGL J1937.1-5509,unid-fsrq,-28.352,342.457,4.258,0.181,0.120,0.251,0.468,-0.064,0.003
4FGL J1937.2-3958,fsrq-fsrq,-25.364,359.144,20.837,0.047,0.100,10.984,0.253,0.224,0.004
4FGL J1937.2-4217,bcu-pulsar,-25.953,356.667,15.705,0.062,1.049,0.432,0.563,0.110,0.992
4FGL J1939.5-1525,fsrq-fsrq,-17.453,24.177,8.721,0.094,0.593,0.322,0.382,0.190,0.001
4FGL J1939.6+2135,msp,-0.295,57.522,17.121,0.051,0.686,28.140,0.652,1.464,0.998
4FGL J1939.8-4928,bcu-bll,-27.895,348.901,10.188,0.047,0.588,0.061,0.082,-0.047,0.003
4FGL J1940.2-2511,unid-pulsar,-21.358,14.687,12.882,0.082,0.760,0.653,0.490,0.119,0.910
4FGL J1940.9+5114,unid-pulsar,13.654,83.938,5.471,0.103,2.406,0.056,1.861,0.051,0.550
4FGL J1941.3-6210,bll-fsrq,-29.544,334.522,77.786,0.022,0.102,113.384,0.187,0.021,0.008
