4FGL-v30,source_type,glat,glon,variability,significance,class1,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J0007.7+4008,unID-bll,-21.973,113.937,35.662,15.048,bcu,unID,{},0.047,,2.087,0.198,0.291,,0.934,0.155,0.000
4FGL J0008.0+4711,bll-bll,-15.034,115.316,5.772,53.223,bll,bll,{},0.016,bll,2.172,6.331,0.152,,0.479,0.039,0.120
4FGL J0008.0-3937,unID-fsrq,-74.583,335.996,16.605,5.437,bcu,unID,{5},0.230,,0.195,0.153,0.438,,0.230,0.306,0.060
4FGL J0008.4+6926,unID-bll,6.886,119.148,11.068,6.839,,unID,{},0.082,,0.122,0.336,0.115,,0.501,0.139,0.000
4FGL J0008.4-2339,bll-bll,-79.691,50.265,12.519,11.420,bll,bll,{},0.041,bll,17.632,0.116,0.399,,9.522,0.215,0.000
4FGL J0008.4+1455,unID-bll,-46.677,107.724,51.856,17.438,bcu,unID,{},0.048,,2.139,0.265,0.211,,0.966,0.107,0.000
4FGL J0009.1-5012,unID-fsrq,-65.545,319.395,13.703,8.920,,unID,"{2,9}",0.156,,0.410,0.093,0.328,,0.378,0.213,0.080
4FGL J0009.1+0628,bll-bll,-54.868,104.481,14.958,17.222,bll,bll,{},0.034,bll,0.453,0.366,0.094,,0.677,0.077,0.000
4FGL J0009.2+6847,unID-pulsar,6.235,119.110,14.669,11.461,,unID,{2},0.119,,0.471,4.764,0.853,,0.130,0.239,0.790
4FGL J0009.2+1745,unID-fsrq,-43.965,108.909,13.497,6.829,,unID,{},0.148,,0.768,0.093,0.809,,0.367,0.466,0.090
4FGL J0009.3+5030,bll-bll,-11.804,116.124,204.735,61.802,bll,bll,{},0.014,bll,3.179,9.458,0.139,,0.587,0.029,0.000
4FGL J0009.7-1418,unID-fsrq,-73.912,83.706,13.866,9.193,,unID,{},0.093,,0.100,0.377,0.171,,0.148,0.148,0.090
4FGL J0009.7-3217,rdg-bll,-79.589,0.673,27.936,9.070,rdg,rdg,{},0.057,,0.276,0.059,0.116,,0.741,0.141,0.000
4FGL J0009.8-4317,bll-bll,-71.766,327.775,13.812,12.908,bll,bll,{},0.046,bll,0.100,0.134,0.001,,,0.089,0.000
4FGL J0009.8+1340,unID-bll,-47.971,107.752,11.894,4.835,bcu,unID,{},0.075,,4.678,0.021,1.485,,1.395,1.177,0.010
4FGL J0009.8-6358,unID-bll,-52.552,310.407,12.619,4.417,bcu,unID,{3},0.146,,0.100,0.784,-0.027,,,0.174,0.000
4FGL J0009.9+2810,unID-bll,-33.807,111.931,14.490,4.917,,unID,{},0.106,,0.667,0.009,0.073,,4.653,0.234,0.000
4FGL J0010.1+1631,unID-bll,-45.218,108.813,10.851,4.242,,unID,{},0.077,,3.982,0.005,0.180,,6.244,0.306,0.010
4FGL J0010.2-2431,unID-bll,-80.374,46.330,10.560,4.660,,unID,{},0.094,,2.196,0.007,0.302,,2.121,0.359,0.000
4FGL J0010.6+2043,fsrq-fsrq,-41.128,110.219,30.502,5.386,fsrq,fsrq,{},0.188,fsrq,0.127,0.061,0.141,,0.638,0.246,0.000
4FGL J0010.6-3025,fsrq-fsrq,-80.482,10.264,168.776,21.514,fsrq,fsrq,{},0.055,fsrq,0.257,1.159,0.313,,0.132,0.105,0.000
4FGL J0010.8-2154,unID-fsrq,-79.401,60.281,11.983,6.078,bcu,unID,{},0.121,,0.100,0.151,-0.028,,,0.142,0.000
4FGL J0011.4-4110,unID-fsrq,-73.720,330.752,7.678,4.622,bcu,unID,{},0.193,,0.100,0.058,0.173,,0.275,0.251,0.050
4FGL J0011.4+0057,fsrq-fsrq,-60.303,102.407,231.067,22.529,fsrq,fsrq,{},0.058,fsrq,0.175,1.806,0.167,,0.195,0.083,0.000
4FGL J0011.8-3142,unID-bll,-80.235,2.559,24.586,6.331,bcu,unID,{},0.088,,14.057,0.010,0.108,,31.130,0.229,0.000
4FGL J0012.0+7043,unID-fsrq,8.112,119.661,18.997,9.392,bcu,unID,{},0.057,,0.100,1.600,0.016,,,0.092,0.000
4FGL J0013.0+3355,fsrq-fsrq,-28.277,113.895,59.591,6.504,fsrq,fsrq,{},0.056,fsrq,0.720,0.025,0.199,,1.232,0.216,0.000
4FGL J0013.1-3955,bll-bll,-74.936,332.340,24.301,21.545,bll,bll,{},0.034,bll,2.187,0.281,0.266,,0.654,0.100,0.000
4FGL J0013.4+0950,unID-bll,-51.902,107.642,18.241,7.551,bcu,unID,{},0.056,,1000.000,0.849,-0.100,,,0.088,0.000
4FGL J0013.6+4051,agn-bll,-21.451,115.258,10.475,6.972,agn,agn,{},0.072,,0.100,0.432,-0.100,,,0.082,0.010
4FGL J0013.6-0424,fsrq-fsrq,-65.553,99.660,12.136,6.928,fsrq,fsrq,{2},0.136,fsrq,0.100,0.142,-0.065,,,0.113,0.000
4FGL J0013.9-1854,bll-bll,-78.092,74.588,8.942,13.284,bll,bll,{},0.040,bll,40.012,0.071,0.034,,247.609,0.092,0.000
4FGL J0014.1+1910,bll-bll,-42.827,110.890,47.450,9.707,bll,bll,{},0.101,bll,0.356,0.153,0.250,,0.461,0.189,0.020
4FGL J0014.1-5022,bll-bll,-65.695,317.453,11.309,13.582,bll,bll,{},0.061,bll,0.100,0.139,-0.001,,,0.080,0.000
4FGL J0014.2+0854,bll-bll,-52.852,107.619,12.518,4.362,bll,bll,{9},0.087,bll,0.100,0.491,-0.024,,,0.152,0.000
4FGL J0014.3-0500,unID-bll,-66.182,99.509,24.514,13.097,bcu,unID,{},0.053,,0.100,0.803,0.101,,0.186,0.107,0.000
4FGL J0014.7+5801,bll-bll,-4.498,118.075,11.195,10.830,bll,bll,{},0.041,bll,30.467,0.209,0.366,,17.696,0.202,0.000
4FGL J0014.8+6118,unID-bll,-1.257,118.557,12.274,17.677,bcu,unID,{},0.037,,5.067,0.866,0.294,,1.502,0.112,0.000
4FGL J0014.9+3212,unID-fsrq,-30.022,114.010,42.145,15.156,bcu,unID,{},0.169,,0.193,1.449,0.418,,0.101,0.152,0.000
4FGL J0015.2+3537,bll-bll,-26.678,114.718,14.719,5.772,bll,bll,{},0.059,bll,1000.000,0.063,-0.097,,,0.110,0.000
4FGL J0015.6+5551,bll-bll,-6.657,117.888,11.953,13.680,bll,bll,{},0.032,bll,1000.000,1.103,-0.027,,,0.084,0.000
4FGL J0015.9+2440,bll-bll,-37.490,112.764,14.983,10.702,bll,bll,{},0.049,bll,0.100,0.140,-0.022,,,0.110,0.000
4FGL J0016.2-0016,fsrq-fsrq,-61.853,104.012,101.334,20.803,fsrq,fsrq,{},0.065,fsrq,0.100,10.278,0.372,,0.048,0.107,0.000
4FGL J0016.5+1702,fsrq-fsrq,-45.030,111.097,25.678,5.214,fsrq,fsrq,"{2,9}",0.256,fsrq,0.100,0.580,0.283,,0.140,0.274,0.000
4FGL J0017.0-0649,unID-bll,-68.123,99.462,40.294,17.325,bcu,unID,{},0.059,,0.145,0.529,0.106,,0.301,0.083,0.000
4FGL J0017.1-4605,unID-bll,-69.865,320.389,8.144,7.119,,unID,{5},0.138,,0.100,1.768,0.064,,,0.167,0.000
4FGL J0017.4+6506,unID-bll,2.474,119.367,19.302,4.844,,unID,{},0.051,,4.061,0.045,0.228,,6.370,0.307,0.000
4FGL J0017.5-0514,fsrq-fsrq,-66.668,101.210,277.969,23.899,FSRQ,fsrq,{},0.047,fsrq,0.100,9.440,0.230,,0.060,0.076,0.000
4FGL J0017.8+1455,bll-bll,-47.168,110.965,12.495,9.169,bll,bll,{},0.109,bll,0.554,0.078,0.169,,1.015,0.191,0.000
4FGL J0018.4+2946,bll-bll,-32.548,114.441,11.574,14.541,bll,bll,{},0.037,bll,50.710,0.246,0.164,,65.818,0.115,0.000
4FGL J0018.8+5112,unID-bll,-11.335,117.740,9.995,4.152,,unID,{9},0.454,,0.100,0.106,0.063,,0.056,0.177,0.000
4FGL J0018.8+2611,fsrq-fsrq,-36.109,113.883,27.890,5.689,fsrq,fsrq,{},0.287,fsrq,0.171,0.317,0.612,,0.171,0.434,0.000
4FGL J0019.2-5640,unID-fsrq,-59.891,311.751,109.072,13.349,bcu,unID,{},0.074,,0.100,0.185,0.062,,0.193,0.100,0.000
4FGL J0019.3-8152,bll-bll,-35.162,304.314,27.177,22.371,bll,bll,{},0.035,bll,0.100,0.580,0.017,,0.263,0.055,0.000
4FGL J0019.6+7327,fsrq-fsrq,10.726,120.633,428.932,20.052,fsrq,fsrq,{},0.032,fsrq,0.100,18.495,0.208,,0.077,0.082,0.000
4FGL J0019.6+2022,bll-bll,-41.876,112.901,16.717,13.564,bll,bll,{},0.054,bll,0.240,0.165,0.078,,0.802,0.106,0.000
4FGL J0021.0+0322,bll-bll,-58.623,108.237,24.846,7.731,bll,bll,{},0.047,bll,10.536,0.032,0.275,,7.734,0.264,0.000
4FGL J0021.5-2552,bll-bll,-83.200,41.926,34.189,28.140,bll,bll,{},0.028,bll,0.680,0.662,0.110,,0.507,0.060,0.000
4FGL J0021.6-0855,bll-bll,-70.475,100.403,17.616,6.081,bll,bll,{},0.192,bll,1.616,0.032,0.543,,0.963,0.642,0.010
4FGL J0021.9-5140,bll-bll,-64.835,313.701,29.641,26.838,bll,bll,{},0.029,bll,2.481,0.379,0.078,,1.668,0.055,0.000
4FGL J0022.0+0006,bll-bll,-61.858,107.207,12.257,8.319,bll,bll,{},0.043,bll,1000.000,6.857,-0.100,,,0.097,0.000
4FGL J0022.0-5921,unID-fsrq,-57.381,309.870,17.482,11.023,,unID,{2},0.112,,0.100,1.404,0.023,,,0.099,0.000
4FGL J0022.1-1854,bll-bll,-79.374,82.083,17.100,29.627,bll,bll,{},0.022,bll,4.493,0.854,0.174,,1.473,0.065,0.000
4FGL J0022.5+0608,bll-bll,-56.011,110.012,218.545,56.746,bll,bll,{},0.022,bll,0.377,10.958,0.101,,0.191,0.030,0.000
4FGL J0023.2+8412,unID-bll,21.382,122.171,10.682,4.492,,unID,{3},0.132,,0.892,0.024,0.720,,0.715,0.694,0.070
4FGL J0023.4+0920,msp,-52.897,111.420,8.149,28.030,MSP,msp,{},0.043,pulsar,1.130,3.395,0.827,,0.120,0.154,1.000
4FGL J0023.6-4209,unID-bll,-73.933,321.850,22.332,5.099,,unID,{},0.145,,0.100,0.026,-0.070,,,0.133,0.000
4FGL J0023.7-6820,fsrq-fsrq,-48.582,306.789,41.902,15.009,fsrq,fsrq,{},0.079,fsrq,0.100,5.531,0.267,,0.031,0.123,0.000
4FGL J0023.7+4457,fsrq-fsrq,-17.645,117.804,118.545,24.211,fsrq,fsrq,{2},0.073,fsrq,0.183,2.693,0.249,,0.118,0.083,0.000
4FGL J0023.9+1603,bll-bll,-46.295,113.345,10.851,9.078,bll,bll,{},0.061,bll,2.189,0.058,0.239,,1.568,0.207,0.000
4FGL J0024.0-7204,glc-pulsar,-44.891,305.902,7.289,98.593,glc,glc,{},0.015,,1.409,56.664,0.715,,0.050,0.045,1.000
4FGL J0024.1+2402,unID-bll,-38.413,114.975,22.491,8.414,,unID,{3},0.060,,0.100,0.078,0.001,,,0.118,0.000
4FGL J0024.1+7909,unID-bll,16.355,121.600,12.865,6.771,,unID,{3},0.035,,3.336,0.012,0.138,,5.684,0.221,0.000
4FGL J0024.4+4647,unID-bll,-15.824,118.143,31.769,4.943,bcu,unID,{},0.144,,0.100,1.590,-0.089,,,0.130,0.000
4FGL J0024.5-0810,unID-fsrq,-70.012,103.120,49.196,4.755,bcu,unID,{5},0.169,,0.428,0.106,0.962,,0.207,0.554,0.000
4FGL J0024.7+0349,fsrq-fsrq,-58.378,110.178,105.342,5.872,fsrq,fsrq,{},0.072,fsrq,0.100,0.141,0.142,,0.214,0.192,0.000
4FGL J0025.0-2320,unID-bll,-82.937,63.933,16.921,4.088,,unID,{},0.115,,0.100,0.066,-0.044,,,0.159,0.000
4FGL J0025.2-2231,fsrq-fsrq,-82.485,69.196,13.626,4.843,fsrq,fsrq,{},0.079,fsrq,0.100,0.148,-0.076,,,0.120,0.000
4FGL J0025.3+6408,snr-fsrq,1.422,120.094,6.514,15.759,snr,snr,{},0.052,,0.100,2.657,0.042,,0.149,0.062,0.000
4FGL J0025.4-4838,unID-fsrq,-67.908,314.391,23.421,7.989,,unID,{5},0.079,,0.100,1.547,-0.100,,,0.073,0.000
4FGL J0025.5-5936,unID-bll,-57.218,308.988,16.225,5.923,,unID,"{1,5}",0.302,,0.100,0.326,0.096,,0.044,0.186,0.000
4FGL J0025.7-4801,unID-fsrq,-68.517,314.724,96.937,13.231,bcu,unID,{},0.055,,1.696,0.107,0.488,,0.719,0.282,0.030
4FGL J0026.1-0732,unID-bll,-69.518,104.762,12.711,8.005,,unID,{},0.049,,10.160,0.028,0.177,,10.621,0.201,0.000
4FGL J0026.2+3926,unID-bll,-23.171,117.647,17.122,4.553,,unID,{},0.235,,0.100,0.339,0.096,,0.023,0.194,0.000
4FGL J0026.6-4600,bll-bll,-70.481,315.920,21.300,12.221,bll,bll,{},0.035,bll,1000.000,0.067,-0.018,,,0.087,0.000
4FGL J0028.1+7505,unID-bll,12.294,121.404,13.453,10.618,bcu,unID,{3},0.052,,2.852,0.141,0.596,,0.822,0.256,0.140
4FGL J0028.5+2001,fsrq-fsrq,-42.529,115.614,5813.569,69.647,fsrq,fsrq,{},0.015,fsrq,0.422,38.474,0.216,,0.069,0.028,0.010
4FGL J0028.8-0112,bll-bll,-63.515,110.199,16.564,4.477,bll,bll,{},0.072,bll,0.100,0.035,-0.048,,,0.173,0.000
4FGL J0028.9+3553,bll-bll,-26.758,117.821,17.531,9.336,bll,bll,{2},0.102,bll,0.100,0.123,0.054,,0.376,0.113,0.000
4FGL J0029.0-7044,bll-bll,-46.270,305.605,58.972,18.118,bll,bll,{},0.038,bll,0.100,1.070,0.009,,,0.069,0.000
4FGL J0029.4+2051,unID-bll,-41.712,116.050,11.581,8.366,bcu,unID,{},0.047,,13.807,0.049,0.714,,5.909,0.393,0.000
4FGL J0030.2-1647,bll-bll,-78.566,96.466,40.597,14.481,bll,bll,{},0.032,bll,12.744,0.172,0.340,,5.832,0.157,0.000
4FGL J0030.3-4224,fsrq-fsrq,-74.124,317.268,138.983,40.902,fsrq,fsrq,{},0.032,fsrq,0.100,21.600,0.122,,0.021,0.042,0.000
4FGL J0030.4+0451,msp,-57.613,113.134,13.048,133.861,MSP,msp,{},0.013,pulsar,1.200,417.254,0.854,,0.028,0.037,0.990
4FGL J0030.6-0212,fsrq-fsrq,-64.579,110.743,821.955,47.287,fsrq,fsrq,{},0.026,fsrq,0.193,19.621,0.247,,0.062,0.046,0.000
4FGL J0030.6+0539,unID-fsrq,-56.827,113.453,8.281,4.236,,unID,"{2,5}",0.283,,0.100,5.101,0.061,,,0.228,0.020
4FGL J0030.9-3618,unID-bll,-79.838,327.037,17.837,6.612,,unID,{3},0.088,,1000.000,0.112,-0.066,,,0.120,0.000
4FGL J0031.0-2327,unID-bll,-84.106,70.318,7.715,8.832,,unID,{},0.111,,2.030,0.061,1.318,,0.422,0.719,0.240
4FGL J0031.3+0726,bll-bll,-55.086,114.196,15.971,7.823,bll,bll,{},0.065,bll,7.793,0.026,0.179,,7.739,0.183,0.000
4FGL J0031.5-4025,unID-bll,-76.087,318.849,16.902,4.510,,unID,{},0.122,,1.427,0.012,0.999,,0.877,0.921,0.060
4FGL J0031.5-5648,unID-bll,-60.111,308.383,17.131,7.160,,unID,{},0.112,,8.585,0.024,0.327,,6.290,0.301,0.000
4FGL J0032.3-5522,unID-fsrq,-61.549,308.639,308.657,13.725,bcu,unID,{},0.040,,0.797,0.270,0.406,,0.230,0.134,0.030
4FGL J0032.3-5539,unID-bll,-61.257,308.520,10.247,5.289,,unID,{},0.042,,173.101,0.048,0.392,,331.626,0.450,0.000
4FGL J0032.4-2849,bll-bll,-85.475,9.845,21.886,6.869,bll,bll,{},0.125,bll,0.363,0.036,0.211,,0.676,0.236,0.010
4FGL J0032.5-4724,unID-bll,-69.391,312.016,13.090,5.833,bcu,unID,{},0.068,,20.859,0.017,0.502,,15.365,0.343,0.000
4FGL J0033.3-2040,bll-bll,-82.336,89.421,7.806,5.348,bll,bll,{},0.056,bll,58.039,0.013,0.163,,165.929,0.217,0.000
4FGL J0033.5-1921,bll-bll,-81.217,94.186,92.862,72.208,bll,bll,{},0.013,bll,22.004,24.591,0.156,,6.929,0.026,0.000
4FGL J0033.9+3858,unID-bll,-23.774,119.215,33.331,10.049,bcu,unID,{},0.145,,1.027,0.115,0.467,,0.472,0.261,0.030
4FGL J0034.0-4116,unID-fsrq,-75.413,316.001,39.683,8.937,bcu,unID,{},0.067,,0.100,1.595,-0.017,,,0.105,0.000
4FGL J0034.3-0534,msp,-68.073,111.504,8.059,62.485,MSP,msp,{},0.022,pulsar,0.816,21.887,0.518,,0.060,0.053,1.000
4FGL J0034.6+6438,unID-pulsar,1.826,121.134,9.317,9.814,,unID,{3},0.069,,0.584,0.999,0.325,,0.503,0.167,0.540
4FGL J0035.0-5728,unID-fsrq,-59.518,307.286,8.399,6.851,bcu,unID,{},0.150,,0.371,0.069,0.475,,0.293,0.281,0.090
4FGL J0035.2+1514,bll-bll,-47.450,117.153,35.078,34.130,bll,bll,{},0.021,bll,10.447,2.624,0.235,,3.021,0.064,0.000
4FGL J0035.2-1739,unID-bll,-79.825,100.584,5.929,5.188,,unID,{},0.051,,29.467,0.010,0.242,,54.795,0.377,0.000
4FGL J0035.8-0837,bll-bll,-71.139,110.920,45.245,8.824,bll,bll,{},0.098,bll,2.781,0.053,0.580,,0.974,0.311,0.010
4FGL J0035.8+6131,unID-fsrq,-1.292,121.077,28.803,6.916,bcu,unID,"{1,5}",0.111,,0.100,3.748,0.222,,0.135,0.174,0.000
4FGL J0035.9+5950,bll-bll,-2.980,120.982,252.023,68.427,bll,bll,{},0.012,bll,98.809,59.778,0.097,,65.159,0.025,0.000
4FGL J0036.8+1431,unID-bll,-48.192,117.638,6.900,4.656,bcu,unID,{},0.112,,0.100,0.082,-0.002,,,0.138,0.000
4FGL J0036.9+1832,unID-fsrq,-44.194,118.135,97.435,10.332,bcu,unID,{},0.088,,0.111,0.427,0.182,,0.217,0.143,0.000
4FGL J0037.2-2653,unID-bll,-86.833,36.390,4.077,4.199,,unID,{2},0.119,,0.100,0.069,0.103,,0.126,0.258,0.000
4FGL J0037.6+3653,fsrq-fsrq,-25.893,119.861,14.623,7.074,fsrq,fsrq,{},0.110,fsrq,0.365,0.077,0.228,,0.592,0.206,0.040
4FGL J0037.8+1239,bll-bll,-50.083,117.773,64.201,21.924,bll,bll,{},0.034,bll,0.100,1.490,0.045,,0.103,0.056,0.000
4FGL J0037.9+2612,bll-bll,-36.572,119.158,3.923,6.009,bll,bll,{2},0.231,bll,0.177,0.075,0.195,,0.448,0.222,0.020
4FGL J0038.1+0012,bll-bll,-62.474,115.733,11.020,17.755,bll,bll,{},0.040,bll,0.100,0.302,-0.007,,,0.067,0.000
4FGL J0038.2-2459,fsrq-fsrq,-86.347,67.943,2709.925,70.558,fsrq,fsrq,{},0.015,fsrq,0.271,23.175,0.170,,0.074,0.029,0.000
4FGL J0038.7-0204,rdg-fsrq,-64.761,115.486,17.595,9.475,rdg,rdg,{2},0.400,,0.100,3.974,0.254,,0.046,0.182,0.020
4FGL J0039.0-0946,fsrq-fsrq,-72.409,112.763,22.939,11.207,fsrq,fsrq,{},0.122,fsrq,0.100,2.794,0.227,,0.051,0.145,0.000
4FGL J0039.1-2219,bll-bll,-84.444,92.032,6.908,13.204,bll,bll,{},0.070,bll,786.281,0.196,0.043,,8215.603,0.095,0.000
4FGL J0039.1+6257,unID-pulsar,0.122,121.535,11.066,27.064,,unID,{},0.034,,1.652,9.699,0.975,,0.183,0.178,1.000
4FGL J0039.1+4330,unID-bll,-19.304,120.581,31.704,9.181,bcu,unID,{},0.039,,2.861,0.040,0.359,,1.331,0.230,0.010
4FGL J0039.7+4203,unID-bll,-20.754,120.615,13.948,5.719,,unID,{},0.089,,0.100,0.177,0.031,,,0.156,0.000
4FGL J0040.2-2725,unID-bll,-87.495,25.414,2.800,4.492,,unID,{},0.088,,4.366,0.006,0.689,,2.306,0.658,0.030
4FGL J0040.3+4050,bll-bll,-21.987,120.680,18.322,9.292,bll,bll,{},0.033,bll,1000.000,1.759,-0.100,,,0.067,0.000
4FGL J0040.4-2340,bll-bll,-85.738,86.555,30.359,7.724,bll,bll,{},0.055,bll,1.376,0.028,0.318,,1.203,0.280,0.000
4FGL J0040.7-7157,unID-bll,-45.138,304.102,11.619,7.986,,unID,{},0.065,,4.833,0.027,0.523,,1.951,0.298,0.000
4FGL J0040.9+3203,unID-bll,-30.766,120.347,16.098,5.814,bcu,unID,{},0.176,,0.918,0.052,0.716,,0.462,0.476,0.120
4FGL J0041.3+6052,unID-pulsar,-1.970,121.707,5.401,12.330,bcu,unID,{},0.140,,0.418,6.987,1.292,,0.096,0.409,0.770
4FGL J0041.4+3800,fsrq-fsrq,-24.820,120.771,13.320,7.572,fsrq,fsrq,{},0.054,fsrq,1000.000,0.420,-0.100,,,0.082,0.000
4FGL J0041.7-1607,unID-bll,-78.766,110.908,16.844,5.182,bcu,unID,{},0.053,,11.873,0.007,0.277,,12.957,0.265,0.000
4FGL J0041.9-4702,bll-bll,-69.995,307.668,8.523,6.198,bll,bll,{},0.084,bll,15.285,0.012,0.424,,11.637,0.337,0.000
4FGL J0042.0+3640,bll-bll,-26.161,120.828,7.513,7.089,bll,bll,{},0.054,bll,0.210,0.017,0.027,,3.575,0.138,0.000
4FGL J0042.2+2319,fsrq-fsrq,-39.496,120.193,17.116,15.488,fsrq,fsrq,{},0.041,fsrq,0.100,0.546,0.073,,0.202,0.094,0.000
4FGL J0042.3+3509,unID-bll,-27.682,120.836,15.778,4.399,,unID,{},0.067,,16.819,0.041,1.998,,,,0.030
4FGL J0043.2+4114,gal-fsrq,-21.604,121.285,3.917,8.844,gal,gal,{},0.156,,0.752,0.238,1.020,,0.251,0.499,0.430
4FGL J0043.5-0442,bll-bll,-67.493,117.763,15.727,9.207,bll,bll,{},0.059,bll,0.100,0.081,-0.028,,,0.100,0.000
4FGL J0043.6+2223,unID-bll,-40.449,120.562,16.514,6.215,bcu,unID,{},0.056,,0.100,0.057,0.034,,0.058,0.176,0.000
4FGL J0043.7-1116,bll-bll,-74.050,116.025,16.252,10.962,bll,bll,{},0.073,bll,5.904,0.074,0.366,,2.505,0.276,0.000
4FGL J0043.8+3425,fsrq-fsrq,-28.414,121.162,224.469,59.501,fsrq,fsrq,{},0.015,fsrq,4.565,10.876,0.126,,1.019,0.027,0.000
4FGL J0044.2-8424,fsrq-fsrq,-32.724,303.139,53.471,7.070,fsrq,fsrq,{},0.073,fsrq,0.100,1.721,-0.018,,,0.120,0.000
4FGL J0044.8+6802,unID-fsrq,5.174,122.316,38.304,12.112,bcu,unID,{3},0.056,,0.119,2.186,0.171,,0.199,0.098,0.000
4FGL J0044.9+4553,unID-bll,-16.964,121.747,10.434,4.878,bcu,unID,{},0.151,,0.115,0.065,0.159,,0.431,0.212,0.040
4FGL J0045.1-3706,fsrq-fsrq,-79.934,310.095,155.560,19.046,fsrq,fsrq,{},0.045,fsrq,0.100,4.208,0.064,,0.001,0.073,0.000
4FGL J0045.3+2128,bll-bll,-41.383,121.047,250.939,45.191,bll,bll,{},0.014,bll,18.663,4.920,0.153,,8.078,0.044,0.000
4FGL J0045.7+1217,bll-bll,-50.555,120.735,33.838,27.345,bll,bll,{},0.022,bll,4.078,0.864,0.067,,3.066,0.053,0.010
4FGL J0045.8-1324,unID-bll,-76.213,117.258,9.922,6.080,,unID,{},0.068,,86.609,0.008,0.037,,1059.128,0.154,0.000
4FGL J0045.9-2021,unID-bll,-83.121,112.118,12.141,7.182,,unID,{},0.050,,3.467,0.013,0.182,,3.692,0.209,0.000
4FGL J0046.9+0705,unID-bll,-55.762,120.958,22.594,4.523,,unID,{},0.114,,1.315,0.022,0.736,,0.589,0.821,0.050
4FGL J0047.0+5657,bll-bll,-5.906,122.326,102.430,21.581,bll,bll,{},0.025,bll,1.807,0.791,0.220,,0.726,0.085,0.000
4FGL J0047.3+6943,unID-bll,6.853,122.572,11.118,6.157,unk,unID,{},0.054,,1.513,0.023,0.029,,15.056,0.140,0.010
4FGL J0047.5-2517,sbg-bll,-87.969,97.574,15.135,27.123,sbg,sbg,{},0.026,,0.895,0.828,0.197,,0.347,0.071,0.070
4FGL J0047.9+3947,bll-bll,-23.069,122.194,73.100,27.134,bll,bll,{},0.023,bll,9.360,0.514,0.026,,22.702,0.048,0.000
4FGL J0047.9+5448,unID-bll,-8.067,122.424,10.983,7.055,bcu,unID,{},0.039,,1000.000,0.364,-0.004,,,0.125,0.000
4FGL J0047.9+2233,fsrq-fsrq,-40.302,121.889,136.754,10.212,fsrq,fsrq,{},0.051,fsrq,0.100,1.527,0.054,,0.004,0.088,0.000
4FGL J0048.6-6347,unID-pulsar,-53.334,303.443,9.080,17.550,,unID,{},0.054,,1.887,0.245,0.810,,0.298,0.236,0.770
4FGL J0048.6-2427,unID-bll,-87.255,109.728,12.730,9.463,bcu,unID,{},0.080,,1.901,0.033,0.188,,1.712,0.181,0.000
4FGL J0049.0+2252,bll-bll,-39.995,122.201,8.808,7.647,bll,bll,{},0.045,bll,0.104,0.068,0.076,,0.756,0.151,0.000
4FGL J0049.1+4223,bll-bll,-20.480,122.473,11.772,6.834,bll,bll,{},0.054,bll,10.961,0.032,0.431,,5.735,0.359,0.000
4FGL J0049.4-5402,bll-bll,-63.089,303.581,19.066,13.213,bll,bll,{},0.055,bll,0.903,0.086,0.206,,0.893,0.166,0.010
4FGL J0049.5-4150,unID-bll,-75.277,304.287,6.004,5.766,bcu,unID,{},0.063,,8.335,0.008,0.158,,11.599,0.242,0.000
4FGL J0049.6-4500,fsrq-fsrq,-72.116,303.947,13.441,7.751,fsrq,fsrq,{},0.080,fsrq,0.100,0.282,0.172,,0.112,0.189,0.040
4FGL J0049.7+0237,bll-bll,-60.242,122.083,236.639,47.923,bll,bll,{},0.031,bll,0.762,5.809,0.179,,0.189,0.041,0.000
4FGL J0050.0-5736,fsrq-fsrq,-59.511,303.291,741.805,36.889,fsrq,fsrq,{2},0.050,fsrq,0.100,15.736,0.005,,,0.039,0.000
4FGL J0050.4-0452,fsrq-fsrq,-67.751,122.281,224.749,30.314,fsrq,fsrq,{},0.037,fsrq,0.212,3.801,0.188,,0.128,0.060,0.000
4FGL J0050.7-0929,bll-bll,-72.364,122.332,173.041,82.381,BLL,bll,{},0.014,bll,1.925,25.888,0.116,,0.329,0.022,0.000
4FGL J0050.8-3428,unID-bll,-82.660,303.843,16.095,4.107,bcu,unID,{},0.049,,1000.000,0.006,-0.004,,,0.177,0.000
4FGL J0051.1-0648,fsrq-fsrq,-69.681,122.712,187.135,25.874,fsrq,fsrq,{},0.040,fsrq,0.259,3.165,0.260,,0.119,0.075,0.000
4FGL J0051.2-6242,bll-bll,-54.425,302.960,166.122,64.375,bll,bll,{},0.014,bll,20.682,12.764,0.206,,5.385,0.035,0.000
4FGL J0051.5-4220,fsrq-fsrq,-74.783,302.876,109.691,14.422,fsrq,fsrq,{2},0.133,fsrq,0.100,4.987,0.472,,0.047,0.138,0.000
4FGL J0052.1+6444,unID-pulsar,1.870,123.010,9.483,8.542,,unID,{},0.093,,0.837,1.006,0.654,,0.485,0.377,0.960
4FGL J0052.9-6644,unID-bll,-50.391,302.691,8.998,8.131,bcu,unID,{},0.064,,1000.000,0.080,-0.072,,,0.097,0.000
4FGL J0054.4+8627,unID-fsrq,23.582,122.982,22.872,9.985,bcu,unID,{5},0.100,,0.100,4.694,0.175,,0.025,0.150,0.000
